"varname","shortdesc","shrtname","longname","version","shrtcite","longcite","url"
"ttime_min_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_min_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_min_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_min_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_min_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_min_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_min_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_sd_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_sd_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_sd_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_sd_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_sd_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_sd_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"ttime_sd_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"urban_gc_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"urban_gc_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"urban_gc_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"urban_gc_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"urban_gc_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"urban_gc_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"urban_gc_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"water_gc_wsum","Group-level area-weighted sum of static PRIO-GRID variable [variable name]_wsum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"water_gc_wmean","Group-level area-weighted mean of static PRIO-GRID variable [variable name]_wmean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"water_gc_sum","Group-level sum of static PRIO-GRID variable [variable name]_sum.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"water_gc_mean","Group-level mean of static PRIO-GRID variable [variable name]_mean.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"water_gc_median","Group-level median of static PRIO-GRID variable [variable name]_median.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"water_gc_max","Group-level maximum of static PRIO-GRID variable [variable name]_max.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"water_gc_min","Group-level minimum of static PRIO-GRID variable [variable name]_min.","PRIOGRID","PRIO-GRID – [NOTE: Please also cite the PRIO-GRID input data.]","v2.0","Tollefsen et al. (2012)","Tollefsen, A. F.,  Havard Strand, and Halvard Buhaug (2012). PRIO-GRID: A unified spatial data structure. Journal of Peace Research 49 (2).","https://grid.prio.org/"
"min_border_km","Group's settlement area minimum distance to the country border in kilometers (derived from GeoEPR).","GEOEPR","GeoEPR Dataset","v2021","Wucherpfennig et al. (2011)","Wucherpfennig, J., N. B.Weidmann, L. Girardin, L.-E. Cederman, and A. Wimmer (2011). Politically relevant ethnic groups across space and time: Introducing the GeoEPR dataset. Conflict Management and Peace Science 28 (5).","http://www.icr.ethz.ch/data"
"min_coastal_km","Group's settlement area minimum distance to a coast in kilometers (derived from GeoEPR).","GEOEPR","GeoEPR Dataset","v2021","Wucherpfennig et al. (2011)","Wucherpfennig, J., N. B.Weidmann, L. Girardin, L.-E. Cederman, and A. Wimmer (2011). Politically relevant ethnic groups across space and time: Introducing the GeoEPR dataset. Conflict Management and Peace Science 28 (5).","http://www.icr.ethz.ch/data"
"mean_coastal_km","Group's settlement area mean distance to a coast in kilometers (derived from GeoEPR).","GEOEPR","GeoEPR Dataset","v2021","Wucherpfennig et al. (2011)","Wucherpfennig, J., N. B.Weidmann, L. Girardin, L.-E. Cederman, and A. Wimmer (2011). Politically relevant ethnic groups across space and time: Introducing the GeoEPR dataset. Conflict Management and Peace Science 28 (5).","http://www.icr.ethz.ch/data"
"min_capital_km","Group's settlement area minimum distance to the capital (derived from GeoEPR).","GEOEPR","GeoEPR Dataset","v2021","Wucherpfennig et al. (2011)","Wucherpfennig, J., N. B.Weidmann, L. Girardin, L.-E. Cederman, and A. Wimmer (2011). Politically relevant ethnic groups across space and time: Introducing the GeoEPR dataset. Conflict Management and Peace Science 28 (5).","http://www.icr.ethz.ch/data"
"oil_acor_count","Group's settlement area intersects with oil fields (derived from GeoEPR and ACOR).","GEOEPR","GeoEPR Dataset","v2021","Wucherpfennig et al. (2011)","Wucherpfennig, J., N. B.Weidmann, L. Girardin, L.-E. Cederman, and A. Wimmer (2011). Politically relevant ethnic groups across space and time: Introducing the GeoEPR dataset. Conflict Management and Peace Science 28 (5).","http://www.icr.ethz.ch/data"
"oil_acor_count","Group's settlement area intersects with oil fields (derived from GeoEPR and ACOR).","","","","","",""
"oil_giant_fields_count","Group's settlement area intersects with oil fields (derived from GeoEPR and Giant Fields).","GEOEPR","GeoEPR Dataset","v2021","Wucherpfennig et al. (2011)","Wucherpfennig, J., N. B.Weidmann, L. Girardin, L.-E. Cederman, and A. Wimmer (2011). Politically relevant ethnic groups across space and time: Introducing the GeoEPR dataset. Conflict Management and Peace Science 28 (5).","http://www.icr.ethz.ch/data"
"oil_giant_fields_count","Group's settlement area intersects with oil fields (derived from GeoEPR and Giant Fields).","","","","","",""
"oil_petrodata_count","Group's settlement area intersects with oil fields (derived from GeoEPR and PETRODATA).","GEOEPR","GeoEPR Dataset","v2021","Wucherpfennig et al. (2011)","Wucherpfennig, J., N. B.Weidmann, L. Girardin, L.-E. Cederman, and A. Wimmer (2011). Politically relevant ethnic groups across space and time: Introducing the GeoEPR dataset. Conflict Management and Peace Science 28 (5).","http://www.icr.ethz.ch/data"
"oil_petrodata_count","Group's settlement area intersects with oil fields (derived from GeoEPR and PETRODATA).","","","","","",""
