Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
4189;Coordinates;Mbale, Uganda;1.0781,34.15003;Mbale Industrial Park;;
4190;Coordinates;East Kalimantan, Indonesia;-2.259,111.52275;;;
4191;Administrative region;East Kalimantan, Indonesia;1.64063,116.41939;;;
4192;Administrative region;South Kalimantan, Indonesia;-3.09264,115.28376;;;
4204;Coordinates;South Kalimantan, Indonesia;-2.45389,115.35717;PT Persada Dinamika Lestari (PT PDL);oil palm plantation;coordinates from ISPO Certification Assessment Report developed by BSI
4205;Administrative region;Central Kalimantan, Indonesia;-1.68149,113.38235;;;
4206;Administrative region;South Kalimantan, Indonesia;-3.09264,115.28376;;;
4207;Administrative region;North Candi Laras, Tapin Regency, South Kalimantan, Indonesia;-2.79249,114.88049;;;
4216;Administrative region;Mapastepec, Chiapas, Mexico;15.43032,-92.89432;;;
4217;Administrative region;Soconusco, Chiapas, Mexico;15.30791,-92.71755;;;
4221;Administrative region;Shengle Economic Park Administration Service Hall, Horinger, Hohhot, Inner Mongolia, China;40.48003,111.77378;;;
4222;Administrative region;Shuangcheng District, Harbin, Heilongjiang, China;45.38326,126.31274;;;
4227;Coordinates;Palena, Chile;-43.70588,-71.7361;;;"43°42'21.18""S
71°44'9.96""W"
4229;Coordinates;Cisnes, Chile;-44.09497,-73.0921;;;"44°5'41.89""s
73°5'31.57""w"
4230;Coordinates;Chile Chico, Chile;-46.79679,-71.92076;;;"46°47'48.46""S
71°55'14.74""W"
4231;Coordinates;Capitán Prat Province, Aisén Region, Chile;-47.62849,-73.65271;;;"47°37'42.58""S
73°39'9.76""W"
4232;Coordinates;General Carrera Province, Chile;-46.71442,-72.96454;;;"46°42'51.9""S 72°57'52.34""W"
4236;Administrative region;Sādiqābād, Pakistan;28.30833,70.13361;;;
4238;Administrative region;Tabasco, Mexico;17.84092,-92.61893;;;
4250;Administrative region;Punjab, Pakistan;31.17041,72.70972;;;
4251;Approximate location;Mandi Bahauddin, Pakistan;32.58333,73.5;;;Mair Foods owns its farms in District Mandi Bahauddin, Punjab
4252;Administrative region;Punjab, Pakistan;31.17041,72.70972;;;
4254;Administrative region;Olmos, Peru;-6.27252,-79.94455;;;
4255;Administrative region;Olmos, Peru;-6.08547,-79.91571;;;Olmos project
4256;Administrative region;Olmos, Perú;-5.98734,-79.7456;;;Olmos Project
4257;Administrative region;Olmos, Perú;-5.98734,-79.7456;;;Olmos Project
4258;Administrative region;Olmos, Peru;-6.09298,-79.96927;;;Olmos Project
4259;Administrative region;Olmos, Peru;-5.98577,-79.74405;;;Olmos Project
4264;Administrative region;Olmos, Peru;-6.0486,-79.87245;;;Second Auction Olmos Project
4265;Administrative region;Olmos, Peru;-6.0882,-79.96584;;;Second Auction Olmos Project
4270;Administrative region;Tambopata, Peru;-13.01757,-69.66398;;;Las Piedras district, Tambopata
4276;Administrative region;Paucartambo, Peru;-13.31556,-71.59167;;;Kosñipata District
4281;Approximate location;Kwamsisi, Tanzania;-5.87225,38.57256;;;Kawansisi farm near Kwamsisi Village
4282;Administrative region;Brong Ahafo, Ghana;7.95592,-1.67607;;;The GCAP does not seem to know this scheme.
4283;Exact location;Upper East, Ghana;10.86804,-1.15561;;;Dam feeding water to the irrigation scheme. In the Northern Region, adjacent to a large dam and government-run irrigation scheme
4284;Approximate location;Добручи, Псковская обл., Росія, 181613;58.89999,27.97886;;;250 kilometers South West of St Petersburg
4301;Administrative region;Kenema, Sierra Leone;7.87718,-11.18523;;;Guara Chiefdom
4310;Administrative region;Port lotniczy Tambankulu, Swaziland;-26.1,31.91667;;;Tambankulu Estates is an agri-business based on two agricultural estates astride the Black Umbuluzi River in north eastern Swaziland, 97 km from Maputo, 136 km from Mbabane and 525 km from Durban.
4318;Administrative region;Mukah, Sarawak, Malaysia;2.50267,112.31567;;;
4318;Administrative region;Kapit, Sarawak, Malaysia;1.99511,112.93309;;;
4318;Administrative region;Sibu, Sarawak, Malaysia;2.28728,111.83053;;;
4318;Administrative region;Samarahan, Kota Samarahan, Sarawak, Malaysia;1.44276,110.49771;;;
4319;Administrative region;Kapit, Sarawak, Malaysia;1.90978,113.6356;;;
4319;Administrative region;Sibu, Sarawak, Malaysia;2.31003,111.84004;;;
4319;Administrative region;Bintulu, Sarawak, Malaysia;3.19057,113.09011;;;
4319;Administrative region;Miri, Sarawak, Malaysia;4.33313,113.99486;;;
4321;Administrative region;Edo, Nigeria;6.54381,5.89871;;;
4322;Administrative region;Edo, Nigeria;6.54381,5.89871;;;
4345;Administrative region;Medie, Ghana;5.75886,-0.32073;;;
4347;Administrative region;Sogakope, Ghana;5.9988,0.59674;;;"Vume, South Tongu
Sogakope, Volta Region"
4349;Coordinates;Tema, Ghana;5.71305,0.045;;;"Gt. Accra
 5°42'47""N - 5.71305
0°2'42""E - 0.045"
4365;Exact location;Kafue, Zambia;-15.58328,27.95941;Kafue Sugar Estate;Lusaka;
4365;Administrative region;Luapula, Zambia;-9.76666,28.88333;Sable group;;
4366;Administrative region;Sokoto, Nigeria;13.00587,5.24755;;;
4366;Administrative region;Jigawa, Nigeria;12.57003,8.94006;;;
4366;Administrative region;Kebbi, Nigeria;11.67812,4.06955;;;
4366;Administrative region;Zamfara, Nigeria;12.12218,6.22358;;;
4366;Administrative region;Niger, Nigeria;10.21554,5.39396;;;Kebbi, Sokoto, Zamfara, Kano, Niger and Jigawa.
4366;Administrative region;Kano, Nigeria;12.00218,8.59196;;;
4390;Exact location;Hwange, Zimbabwe;-18.44371,26.52548;;;17 km from the Hwange Town in the Matabeleland North province of the Country.
4391;Administrative region;Hadejia, Nigeria;12.4506,10.04041;;;Jigawa State. land has been acquired-- 21449ha
4391;Administrative region;Zaria, Nigeria;11.26586,4.26282;;;Kebbi State. land still to be acquired -- 60000ha
4391;Administrative region;Kpada, Nigeria;8.65159,6.09043;;;land still to be acquired --36000ha in the Kwara and Kogi states (land overlaps the states).
4391;Administrative region;Jalingo, Nigeria;8.89285,11.37715;;;"land has been acquired 23000ha. South bank of the Benue River in Taraba State, about
30 km Northeast of Jalingo."
4392;Exact location;Kafue, Zambia;-15.89648,28.87151;;;Lower Zambezi Valley
4393;Administrative region;Chisamba, Zambia;-14.98488,28.37833;;;Huntley Farm is located in the Chisamba District, approximately 55 km north of the capital, Lusaka.
4397;Administrative region;Chibombo, Zambia;-14.65543,28.08886;;;Farm 4124, GREAT NORTH ROAD PLOT 4124 CHISAMBA
4401;Administrative region;Kabwe, Zambia;-14.42851,28.45136;;;"20KM FROM KABWE KAPIRI RD/GREAT NORTH ROAD, Farm 1873
"
4416;Administrative region;Ciuguzel, Romania;46.28226,23.85883;;;
4416;Administrative region;Rediu, Romania;47.21341,27.50662;;;
4416;Administrative region;Sâmboleni, Romania;46.8069,24.10587;;;
4420;Administrative region;Stueng Hav, Cambodia;10.70143,103.61312;;;Cheung Kor precinct, Prey Nop district and another area of Thmor Rieng commune
4420;Administrative region;Kampong Speu​, Cambodia;11.61551,104.37919;;;
4425;Administrative region;Koh Kong, Cambodia;11.57628,103.35873;;;"Mundul Seyma district
Shp file is a marker for the location of the concession in only and not the entire perimeter of the concession"
4427;Administrative region;Botum Sakor, Cambodia;11.1883,103.46852;;;Andong Teuk, Thma Sar and Ta Noun communes
4429;Administrative region;Prey Nob, Cambodia;10.62247,103.78106;;;"Coordinates from deleted LO deal duplicate:
10.48376081053854
103.78543853760911"
4438;Administrative region;Ream National Park, Cambodia;10.53288,103.69417;;;
4442;Administrative region;Veal Veaeng, Cambodia;12.21452,103.08179;;;
4460;Exact location;Joaquín V. González, Salta Province, Argentina;-25.18333,-64.0668;;;
4473;Administrative region;Casiguran, Aurora, Philippines;16.22779,122.06332;;;
4475;Administrative region;Barito Kuala Regency, South Kalimantan, Indonesia;-3.07147,114.66679;PT Tasnida Agro Lestari;oil palm plantation;Kabupaten Barito, Kuala, South Kalimantan Province
4476;Administrative region;Sangkulirang, East Kutai Regency, East Kalimantan, Indonesia;1.03572,118.06544;PT Sumber Bumi Serasi;oil palm plantation;Sangkulirang District, East Kalimantan
4478;Exact location;Nueva Población, Salta Province, Argentina;-25.43333,-64.06668;;;Spatial data derived from the Mapathon 2020.
4492;Administrative region;Hickman, Salta Province, Argentina;-23.21487,-63.56752;;;
4504;Administrative region;Oravița, Romania;45.03333,21.68333;;;
4506;Administrative region;Songea, Tanzania;-10.64627,35.64235;;;Around the Lutukira Village
4507;Administrative region;Magole, Tanzania;-6.37718,37.37471;;;Near Morogoro
4511;Administrative region;Akotogbo, Nigeria;6.36732,5.03385;;;Ondo State
4531;Administrative region;Alexandria Desert Rd, Giza Governorate, Egypt;30.45857,30.30485;;;Dina Farms is the largest private farm in Egypt, directly off the Cairo-Alexandria Desert Road. Located on the outskirts of Cairo.
4558;Administrative region;General Ballivián, Salta Province, Argentina;-22.93423,-63.85981;;;
4567;Administrative region;Tartagal, Salta Province, Argentina;-22.51676,-63.80561;;;
4592;Administrative region;Mlyniv, Rivnens'ka oblast, Ukraine, 35100;50.50776,25.61108;;;
4592;Administrative region;Kholopychi, Volyns'ka oblast, Ukraine, 45520;50.79536,24.77202;;;
4599;Coordinates;Apaa, Uganda;3.11309,31.60715;;;East Madi Game reserve is along the Nile River. There are disputes on whether Apaa Village forms part of the reserve or not (it borders the reserve). Apaa Villa falls within the Amuru District. 
4610;Administrative region;Kharkiv, Kharkiv Oblast, Ukraine;49.9935,36.23038;;;Eastern Ukraine
4610;Administrative region;Luhans'ka oblast, Ukraine;48.57404,39.30782;;;
4620;Administrative region;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46.97503,31.99458;;;Lidiyivka village
4620;Administrative region;Khmil'nyk, Vinnyts'ka oblast, Ukraine;49.55103,27.93827;;;
4620;Administrative region;Snihurivka, Mykolaivs'ka oblast, Ukraine;47.07537,32.80618;;;
4620;Administrative region;Voznesens'k, Mykolaivs'ka oblast, Ukraine;47.5605,31.33612;;;
4620;Administrative region;Poltava, Poltavs'ka oblast, Ukraine;49.58827,34.55142;;;
4620;Administrative region;Khmelnytskyi, Khmel'nyts'ka oblast, Ukraine;49.42298,26.98713;;;
4620;Administrative region;Cherkasy, Cherkas'ka oblast, Ukraine;49.44443,32.05977;;;
4620;Administrative region;Zolotonosha, Cherkas'ka oblast, Ukraine;49.66179,32.04771;;;
4621;Administrative region;Chernihiv, Chernihivs'ka oblast, Ukraine;51.4982,31.28935;;;
4621;Administrative region;Nosivka, Chernihivs'ka oblast, Ukraine;50.93333,31.58333;;;
4621;Administrative region;Pryluky, Chernihivs'ka oblast, Ukraine;50.6,32.4;;;
4621;Administrative region;Sumy, Sums'ka oblast, Ukraine;50.9077,34.7981;;;
4621;Administrative region;Poltava, Poltavs'ka oblast, Ukraine;49.58827,34.55142;;;
4623;Administrative region;Omo, Ethiopia;5.45091,36.26308;;;Kuraz wereda
4635;Administrative region;Finchaa, Ethiopia;9.60468,37.43547;;;Oromia Regional State, Eastern Wellega Zone, Horro Guduru District around 350 km Northwest of Addis Ababa
4636;Administrative region;Oromia, Ethiopia;7.54604,40.63469;;;"200 km southeast of the capital city Addis Ababa, on the
Addis Ababa-Dire Dawa-Djibouti road within the Upper Awash Valley"
4637;Approximate location;Silavathurai, Sri Lanka;8.72496,79.97299;Silawathurei Cashew Plantation;;"Kondaichchi, Silawathurei and Wilpattu North sanctuary; exact location obtained from EJ Atlas (https://ejatlas.org/conflict/silawathurei-mass-scale-cashew-plantation-project)"
4638;Administrative region;Kuchchaveli, Sri Lanka;8.82138,81.09478;;;
4697;Exact location;Tushig, Mongolia;50.32028,105.04306;;;Tushig soum of Selenge province. 
4697;Administrative region;Selenge, Mongolia;50.00593,106.44341;;;Tsagaan nuur soum of Selenge province.
4697;Administrative region;Khongor, Mongolia;49.30722,105.93639;;;Khorgor soum of Darkhan Uul province.
4697;Administrative region;Altanbulag, Mongolia;50.31667,106.49417;;;
4697;Administrative region;Khushaat, Mongolia;49.67611,105.83028;;;
4697;Administrative region;Yeruu, Mongolia;49.74604,106.67272;;;
4697;Administrative region;Saikhan, Mongolia;48.66,102.6225;;;
4697;Administrative region;Shaamar, Mongolia;50.07972,106.1825;;;
4701;Coordinates;Beluran District, Sabah, Malaysia;5.49259,117.26462;Tangkulap Estate;;Coordinates from MSPO Certification
4702;Coordinates;Beluran District, Sabah, Malaysia;5.62127,117.44592;Bimbingan 1 Estate;;"Bimbingan 1 Estate,
Mile 45, Sandakan/Telupid Road,
WDT 164, 90009 Sandakan, Sabah"
4702;Coordinates;Beluran District, Sabah, Malaysia;5.61962,117.42293;Bimbingan 2 Estate;;"Bimbingan 2 Estate,
Mile 45, Sandakan/Telupid Road,
WDT 164, 90009 Sandakan, Sabah."
4703;Coordinates;Pamol, Sabah, Malaysia;6.22086,117.49495;Sugut Estate, Pamol Plantations;;Coordinates from Assessment Report prepared by Intertek (https://www.intertek.com/WorkArea/DownloadAsset.aspx?id=34359761079)
4704;Coordinates;Pamol, Sabah, Malaysia;6.00549,117.39575;Ulu Estate;;composed of 4 estates. Coordinates from Assessment Report prepared by Intertek (https://www.intertek.com/WorkArea/DownloadAsset.aspx?id=34359761079)
4704;Coordinates;Pamol, Sabah, Malaysia;5.99625,117.44104;Bayok Estate;;
4704;Coordinates;Pamol, Sabah, Malaysia;5.99995,117.34251;Rungus Estate;;
4704;Coordinates;Pamol, Sabah, Malaysia;5.96334,117.34251;Tindakon Estate;;
4705;Coordinates;Beluran District, Sabah, Malaysia;5.95541,117.28831;Nangoh Estate;;
4705;Coordinates;Beluran, Sabah, Malaysia;5.93458,117.24858;Meliau Estate;;
4707;Approximate location;Kota Kinabatangan, Sabah, Malaysia;5.58839,117.846;;;Linbar 1 & 2 Estates, Kinabatangan
4708;Coordinates;Sandakan, Sabah, Malaysia;5.5842,117.23114;Mayvin 1 Estate;;Coordinates from MSPO Certificate
4708;Coordinates;Sandakan, Sabah, Malaysia;5.54453,117.22522;Mayvin 2/3 Estate;;Coordinates from MSPO Certificate
4709;Coordinates;Sandakan, Sabah, Malaysia;5.47288,117.33667;Mayvin 5 Estate;;Coordinates from MSPO Certificate
4709;Coordinates;Sandakan, Sabah, Malaysia;5.48377,117.37286;Mayvin 6 Estate;;Coordinates from MSPO Certificate
4710;Coordinates;Kota Kinabatangan, Sabah, Malaysia;5.5659,118.44382;Leepang Estate 1;oil palm plantation;"Coordinates from SGS Notification on MSPO Assessment of Morisem Palm Oil Mill Sdn.
Bhd (Leepang Palm Oil Mill)"
4710;Coordinates;Kota Kinabatangan, Sabah, Malaysia;5.5463,118.43522;Leepang 5 Estate;oil palm plantation;"Coordinates from SGS Notification on MSPO Assessment of Morisem Palm Oil Mill Sdn.
Bhd (Leepang Palm Oil Mill)"
4712;Coordinates;Lahad Datu, Sabah, Malaysia;5.19577,118.30203;Unico 6 Estate;;Coordinates from Intertek Audit Report
4718;Administrative region;Rama, Nicaragua;12.16303,-84.21998;;;
4719;Administrative region;Chelforó, Río Negro Province, Argentina;-39.08673,-66.52233;;;
4722;Administrative region;Lioma, Mozambique;-15.17646,36.80618;;;Village of Wakhua, on the border between the provinces of Zambezia and Nampula. Located in the agroecologic area IV of ProSavana.
4735;Administrative region;Ngororero, Rwanda;-1.865,29.625;;;Nile-Congo crest,Northwestern part of Rwanda, more precisely in the Western Province, Ngororero District, 145 km away from Kigali.
4736;Administrative region;Nyamagabe, Rwanda;-2.45385,29.46436;;;Southern Province, Nyamagabe District, along the northern boundary of the Nyungwe natural forest. The company is located 5 kilometers away from the main Nyamagabe road, at approximately 187 km from Kigali, the capital city of Rwanda.
4737;Administrative region;Nyabihu, Rwanda;-1.62754,29.55717;;;"North-West of Rwanda
in the Western Province, Nyabihu District, 123 km away from Kigali, the capital city of Rwanda."
4738;Administrative region;Rutsiro, Rwanda;-1.96243,29.38746;;;
4740;Administrative region;Timișoara, Romania;45.74887,21.20868;;;
4751;Administrative region;Nhamatanda, Mozambique;-19.25419,34.24216;;;Town of Cheadeia in Nhamatanda district of Sofala.
4754;Administrative region;Niger, Nigeria;10.21554,5.39396;;;Cultivation in Niger State- with processing facilities in Borgu and Bida (also in Niger State). Pilot project located in Borgu.
